Project Name,Project Link,Parent Category,Category Name,Location,Currency,Goal Amount,Pledged Amount,Percent Funded,Duration,Days Left,Description Length,Risk Desc Count,Is Project We Love,Image Count,Video Count,Success
Affordable Hand Crafted Leather Helmets,https://www.kickstarter.com/projects/leather-fire-helmet/affordable-hand-crafted-leather-helmets?ref=discovery,Technology,Wearables,USA,USD,10000.0,10384.0,103,60,11,126,643,0,15,2,1
Afiyana Apparel: Apparel with Meaning,https://www.kickstarter.com/projects/567584445/afiyana-apparel-apparel-with-meaning?ref=discovery,Fashion,Apparel,USA,USD,2000.0,81.0,4,30,8,125,193,0,13,1,0
AfterEffects Accelerator Course,https://www.kickstarter.com/projects/josephdiazclimbs/aftereffects-accelerator-course?ref=discovery,none,Film & Video,USA,USD,6500.0,856.0,13,28,8,96,322,0,7,1,0
Agrinio International Film Festival,https://www.kickstarter.com/projects/clay-girl/agrinio-international-film-festival?ref=discovery,Film & Video,Movie Theaters,Greece,EUR,1500.0,321.0,21,26,19,65,208,0,17,1,0
Ah LiL Taste of Philly,https://www.kickstarter.com/projects/ahliltasteofphilly/ah-lill-taste-of-philly?ref=discovery,Food,Restaurants,USA,USD,15000.0,11.0,0,46,31,126,302,0,8,1,0
Ahotnik,https://www.kickstarter.com/projects/ahotnik/ahotnik?ref=discovery,Games,Tabletop Games,Italy,EUR,35000.0,29528.0,84,21,6,132,2093,0,52,1,0
AI That Calls Companies For You: Introducing Skip The Robot,https://www.kickstarter.com/projects/skiptherobot/never-wait-on-hold-again-introducing-skip-the-robot?ref=discovery,Technology,Apps,USA,USD,5000.0,231.0,4,30,61,133,1287,0,23,2,0
AiiYME Smart High Speed Pet Dryer：Making Pet Grooming Easier,https://www.kickstarter.com/projects/aiiyme/aiiyme-smart-high-speed-pet-dryer-making-pet-grooming-easier?ref=discovery,Technology,Gadgets,Hong Kong,HKD,30000.0,63859.0,212,35,12,135,519,0,65,6,1
Aiming View: Golf Aim Finder via Ultralight 3D Motion Sensor,https://www.kickstarter.com/projects/1914038684/your-personal-aim-finder-via-ultralight-3d-motion-sensor?ref=discovery,Design,Product Design,USA,USD,5000.0,29361.0,587,50,14,132,559,0,77,2,1
Air Dual Case The best way to take your Airpods everywhere,https://www.kickstarter.com/projects/1695832430/air-dual-case-the-best-way-to-take-your-airpods-everywhere?ref=discovery,Design,Product Design,Spain,EUR,19383.0,34.0,0,60,11,125,791,0,14,2,0
AIR RAID 36/46 - a WWII Aircraft Miniatures Game,https://www.kickstarter.com/projects/babekamelizadeh/air-raid-36-46-a-wwii-aircraft-tabletop-game?ref=discovery,Games,Tabletop Games,Germany,EUR,1300.0,8051.0,619,21,59,80,2232,0,67,1,1
AirCard - Find your wallet. Always.,https://www.kickstarter.com/projects/rollingsquare/aircard-find-your-wallet-always?ref=discovery,Technology,Gadgets,Switzerland,EUR,20000.0,446690.0,2233,30,22,128,274,0,45,1,1
AirLivre: go out and paint,https://www.kickstarter.com/projects/airlivre/airlivre-go-out-and-paint?ref=discovery,Crafts,DIY,USA,USD,500.0,71.0,14,60,44,62,125,0,12,1,0
Akihiro - Nuclear Power Plant,https://www.kickstarter.com/projects/1419392625/akihiro-nuclear-power-plant?ref=discovery,Games,Tabletop Games,Canada,CAD,1000.0,4419.29,441,30,21,119,432,0,28,0,1
AKIN: Women's Boxing Comic Vol.1,https://www.kickstarter.com/projects/losgee/akin-womens-boxing-comic-vol1?ref=discovery,Comics,Comic Books,USA,USD,1100.0,2000.0,181,30,10,116,184,0,41,0,1
Akita Playing Cards 🐕 by Blue Moon Co.,https://www.kickstarter.com/projects/85285383/akita-playing-cards-by-blue-moon-co?ref=discovery,Games,Playing Cards,Japan,HKD,28000.0,50985.0,182,29,24,82,510,0,35,2,1
Akwi Nji Studio + Threshold Gallery,https://www.kickstarter.com/projects/akwi/akwi-nji-studio-threshold-gallery?ref=discovery,Art,Mixed Media,USA,USD,9000.0,626.0,6,32,31,116,74,0,13,1,0
Al Pal's Pajama Party: Fun-Filled Dance Adventures for Kids,https://www.kickstarter.com/projects/alpal/al-pals-pajama-party-fun-filled-dance-adventures-for-kids?ref=discovery,Film & Video,Webseries,USA,USD,8500.0,763.0,8,40,29,66,502,0,10,2,0
Album #2,https://www.kickstarter.com/projects/cmadamsandthe3wband/album-2-0?ref=discovery,Music,Country & Folk,USA,USD,2000.0,546.0,27,60,18,27,343,0,7,0,0
Alex T1 : Minimalist desk organizer tech pouch / sling bag,https://www.kickstarter.com/projects/alanbackpack101/alex-t1-minimalist-desk-organizer-tech-pouch-sling-bag?ref=discovery,Design,Product Design,Hong Kong,HKD,10000.0,151406.0,1514,48,40,135,809,0,105,1,1
ALIVE - The World's First Shower Bomb For Your Morning,https://www.kickstarter.com/projects/alive-sundayshowers/alive-the-worlds-first-shower-bomb-for-your-morning?ref=discovery,none,Crafts,USA,USD,10000.0,12545.0,125,30,22,132,1092,0,43,1,1
All Mine Now,https://www.kickstarter.com/projects/allminenow/all-mine-now?ref=discovery,Film & Video,Documentary,USA,USD,5000.0,2856.0,57,60,30,61,223,0,18,2,0
All Natural Tallow Based Pet Shampoo,https://www.kickstarter.com/projects/721754220/all-natural-tallow-based-pet-shampoo?ref=discovery,Fashion,Pet Fashion,USA,USD,27000.0,44.0,0,60,37,133,74,0,8,0,0
Aloha Everything: A Hawaiian Fairytale,https://www.kickstarter.com/projects/mythify/aloha-everything-a-hawaiian-fairytale?ref=discovery,Publishing,Children's Books,USA,USD,5000.0,30488.0,609,60,30,100,617,1,25,1,1
Alpha Titan - Flexi-Fit Titanium Aviators,https://www.kickstarter.com/projects/greaterthingx/alpha-titan-flexi-fit-titanium-aviators?ref=discovery,Design,Product Design,USA,SGD,1000.0,12373.0,1237,45,16,85,1501,0,30,1,1
Alsatian Cages,https://www.kickstarter.com/projects/grayhamputtock/alsatian-cages?ref=discovery,Comics,Graphic Novels,UK,GBP,900.0,2902.0,322,30,69,27,342,1,39,1,1
Alterassence: Space Adventure Fantasy Book Series,https://www.kickstarter.com/projects/dominicmoss/alterassence-space-adventure-fantasy-book-series?ref=discovery,Publishing,Fiction,USA,USD,10000.0,1501.0,15,60,50,126,193,0,7,0,0
Amazeball: The 3D maze ball with a prize inside!,https://www.kickstarter.com/projects/amazeball/amazeball-by-rb-mazes?ref=discovery,Games,Puzzles,USA,USD,10000.0,633.69,6,30,29,132,492,0,28,1,0
Amboria: Roleplaying in the World Under Starlight,https://www.kickstarter.com/projects/strangeowlgames/amboria-roleplaying-in-the-world-under-starlight?ref=discovery,Games,Tabletop Games,USA,USD,14000.0,27939.0,199,40,25,124,605,1,20,1,1
American Heretic,https://www.kickstarter.com/projects/gageherman/american-heretic?ref=discovery,Film & Video,Action,USA,USD,4000.0,439.0,10,59,41,84,350,0,7,1,0
American werewolf in London,https://www.kickstarter.com/projects/jayleepurcell/american-werewolf-in-london?ref=discovery,Art,Sculpture,UK,GBP,500.0,1.0,0,30,21,15,39,0,9,0,0
Amina Be Brave,https://www.kickstarter.com/projects/authordpreyor/amina-be-brave?ref=discovery,Publishing,Children's Books,USA,USD,1500.0,532.0,35,60,23,68,89,0,11,0,0
Ammonitrix - Smart Tech Made to Keep Kids Safe,https://www.kickstarter.com/projects/timatammonitrix/ammonitrix-protecting-children-one-app-at-a-time?ref=discovery,Technology,Software,USA,USD,25000.0,26.0,0,30,8,132,2580,0,20,0,0
AMO Festival,https://www.kickstarter.com/projects/amofestivalcavalese/amo-festival?ref=discovery,none,Art,Italy,EUR,500.0,320.0,64,42,28,131,284,0,20,0,0
Amor Pan y Cafecito - Food and Beverage,https://www.kickstarter.com/projects/1803351183/amor-pan-y-cafecito-food-and-beverage?ref=discovery,Food,Food Trucks,USA,USD,15000.0,1336.0,8,60,34,133,497,1,31,1,0
An Adventure A Day,https://www.kickstarter.com/projects/sanj/an-adventure-a-day?ref=discovery,Publishing,Children's Books,UK,GBP,5000.0,1016.0,20,60,58,128,87,1,10,0,0
Ancestor Wisdom Healing Cards,https://www.kickstarter.com/projects/pauladejoie23awhc/ancestor-wisdom-healing-cards?ref=discovery,Games,Playing Cards,USA,USD,7500.0,2311.0,30,44,22,132,249,0,13,1,0
Ancient Realms - Hollow Adventures,https://www.kickstarter.com/projects/xploringmap/ancient-realms-hollow-adventures?ref=discovery,Games,Tabletop Games,Greece,EUR,1000.0,2349.0,234,31,29,133,144,0,38,0,1
And then she bloomed,https://www.kickstarter.com/projects/brittaneycarter/and-then-she-bloomed?ref=discovery,Publishing,Children's Books,USA,USD,7500.0,751.0,10,60,50,116,258,0,7,1,0
ANDIES: A Science Fiction Audio Drama,https://www.kickstarter.com/projects/mehuldesai/andies-a-science-fiction-audio-drama?ref=discovery,Film & Video,Science Fiction,UK,GBP,2000.0,56.0,2,56,30,36,184,0,13,2,0
Anima Mundi - A Fantasy Board Game of Magic and War,https://www.kickstarter.com/projects/asaeil-games/anima-mundi?ref=discovery,Games,Tabletop Games,USA,USD,13500.0,3853.0,28,30,26,21,529,0,32,2,0
Animal Spirit-Guides Tarot,https://www.kickstarter.com/projects/aerystudios/animal-spirit-guides-tarot?ref=discovery,Games,Playing Cards,Canada,CAD,3000.0,1794.29,59,30,28,33,760,0,23,1,0
ANIMALS OF THE SOUTHWEST ENAMEL PIN COLLECTION,https://www.kickstarter.com/projects/kohiandie/animals-of-the-southwest-pin-collection?ref=discovery,Art,Illustration,USA,USD,800.0,4738.0,592,30,10,118,772,0,36,0,1
Animated Adventures,https://www.kickstarter.com/projects/1036787790/animated-adventures?ref=discovery,Film & Video,Shorts,Spain,EUR,3000.0,1.0,0,60,31,130,73,0,7,0,0
Animated Series of Explorers,https://www.kickstarter.com/projects/miolhr/animated-series-of-explorers?ref=discovery,Film & Video,Animation,USA,USD,13000.0,21.0,0,30,51,13,1252,0,28,1,0
Animated YouTube series title TBD,https://www.kickstarter.com/projects/alicelilwolf99/animated-youtube-series-title-tbd?ref=discovery,Film & Video,Webseries,USA,USD,8500.0,111.0,1,59,30,122,124,0,9,0,0
Ankhsu. The egyptian girl stl.,https://www.kickstarter.com/projects/1960721588/ankhsu-the-egyptian-girl-stl?ref=discovery,Games,Tabletop Games,USA,USD,100.0,3907.0,3907,30,21,113,472,0,27,0,1
Anxiety Fox Blind Bag Series!,https://www.kickstarter.com/projects/naomiromero/anxiety-fox-blind-bag-series?ref=discovery,Fashion,Accessories,USA,USD,3500.0,15004.0,428,30,9,53,398,0,42,0,1
ApocaDiner: Post-Apocalyptic Diner & Modular Food Truck STL,https://www.kickstarter.com/projects/paintstationpuzzle/modular-post-apocalyptic-food-truck-3d-printable-stl?ref=discovery,Games,Tabletop Games,Italy,EUR,200.0,407.0,203,20,12,135,124,0,38,1,1
APOLLO LYON PLUSHIE,https://www.kickstarter.com/projects/jefferydraws/apollo-lyon-plushie?ref=discovery,Design,Toys,Canada,CAD,1000.0,11.29,1,30,14,30,271,0,10,1,0
Apollo The Architect: A book about escaping abuse,https://www.kickstarter.com/projects/apollothearchitect/apollo-the-architect-a-book-about-escaping-abuse?ref=discovery,Publishing,Fiction,Canada,CAD,9000.0,36.29,0,60,59,100,101,0,19,0,0
Apoya la nueva colección orgánica,https://www.kickstarter.com/projects/sandf/apoya-la-nueva-coleccion-organica?ref=discovery,Fashion,Apparel,Spain,EUR,5000.0,1.0,0,45,16,134,71,0,9,0,0
Apprentice,https://www.kickstarter.com/projects/apprenticefilm/apprentice?ref=discovery,Film & Video,Science Fiction,UK,GBP,5000.0,108.0,2,60,45,127,238,0,27,0,0
Arabian Nights - STL Minis and Buildings,https://www.kickstarter.com/projects/miniaturescraze/arabian-nights?ref=discovery,Games,Tabletop Games,USA,USD,1000.0,8914.0,891,29,15,65,153,0,62,7,1
Arachne: Research and Development,https://www.kickstarter.com/projects/quandarycollective/arachne-research-and-development?ref=discovery,Theater,Plays,UK,GBP,2500.0,136.0,5,30,16,126,1235,0,13,1,0
ARCANA PROPHETIA: A Game About Fate,https://www.kickstarter.com/projects/theaeriegames/arcana-prophetia-a-game-about-fate?ref=discovery,Games,Tabletop Games,Singapore,SGD,7344.0,14746.0,200,30,10,61,337,1,63,0,1
Arcane Imperfections Volume 6-10,https://www.kickstarter.com/projects/eternalecho/arcane-imperfections-volume-6-10?ref=discovery,Games,Tabletop Games,USA,USD,500.0,36.0,7,30,22,55,1438,0,21,0,0
Arcanum Vitae Deck ✦ The Secret of Life by Studio Artemy,https://www.kickstarter.com/projects/marianandamana/arcanum-vitae-deck-the-secret-of-life?ref=discovery,Games,Playing Cards,UK,GBP,7500.0,34930.0,465,30,22,131,379,0,47,2,1
Archinav: Your image navigating platform,https://www.kickstarter.com/projects/archinav/archinav-your-image-navigating-platform?ref=discovery,Technology,Apps,AU,AUD,25000.0,1.32,0,60,5,130,204,0,10,1,0
Arivelle's Forest Mystical Creatures Pins,https://www.kickstarter.com/projects/arivellecarowyn/arivelles-forest-mystical-creatures-pins?ref=discovery,Art,Illustration,USA,USD,600.0,1298.0,216,30,35,105,535,0,19,0,1
ARMSmasters: The New Age of Heroes #1,https://www.kickstarter.com/projects/760823342/armsmasters-the-new-age-of-heroes?ref=discovery,Comics,Comic Books,USA,USD,6000.0,1819.0,30,40,25,135,907,0,36,1,0
Art of Blend,https://www.kickstarter.com/projects/417658853/art-of-blend?ref=discovery,none,Design,USA,USD,800.0,91.0,11,20,13,71,451,0,29,0,0
Art of the Sacred Wheel - Oracle Deck and Companion Book,https://www.kickstarter.com/projects/lisalochhead/art-of-the-sacred-wheel-oracle-deck-and-companion-book?ref=discovery,Games,Playing Cards,UK,GBP,4000.0,1585.0,39,21,19,134,273,0,40,1,0
Artifacts of Legend,https://www.kickstarter.com/projects/gamingballistic/artifacts-of-legend?ref=discovery,Games,Tabletop Games,USA,USD,13000.0,9486.0,72,16,10,71,1151,0,22,0,0
Artisan Soap of the Month for June 2023,https://www.kickstarter.com/projects/jhhong90/artisan-soap-of-the-month-for-june-2023?ref=discovery,Crafts,DIY,USA,USD,1.0,429.0,42900,25,20,65,180,0,17,1,1
Artistic photography studio of Rodislav Driben. Advancing.,https://www.kickstarter.com/projects/driben/artistic-photography-studio-of-rodislav-driben-advancing?ref=discovery,Photography,Fine Art,Germany,EUR,2000.0,301.0,15,60,46,131,336,0,14,0,0
"As Above, So Below: Magical Chained Enamel Pins",https://www.kickstarter.com/projects/moonbrat/as-above-so-below-magical-chained-enamel-pins?ref=discovery,Art,Illustration,USA,USD,1600.0,6163.0,385,31,10,115,317,0,30,0,1
ASGARD RISING: Graveyard,https://www.kickstarter.com/projects/risingminiatures/asgard-rising-graveyard?ref=discovery,Games,Tabletop Games,Poland,EUR,100.0,31041.0,31041,37,15,89,231,0,39,0,1
Asian American Ballet Project,https://www.kickstarter.com/projects/114820483/asian-american-ballet-project?ref=discovery,Dance,Performances,USA,USD,3000.0,5000.0,166,30,13,103,207,0,23,1,1
ASL Enamel Pin,https://www.kickstarter.com/projects/larsartt/asl-enamel-pin?ref=discovery,none,Art,Spain,EUR,600.0,39.0,6,45,18,77,543,0,13,0,0
Asmont Stone Houses,https://www.kickstarter.com/projects/fantasyportals/asmont-large-house?ref=discovery,Games,Tabletop Games,USA,USD,1000.0,781.0,78,15,14,78,54,0,24,0,0
Asteroid Dice: The giant throw & collide squishy dice game!,https://www.kickstarter.com/projects/camdengames/asteroiddice?ref=discovery,Games,Tabletop Games,UK,GBP,7800.0,42740.0,547,22,15,135,1035,1,49,1,1
Astrae : The Loop Of Life,https://www.kickstarter.com/projects/astrae/astrae-the-loop-of-life?ref=discovery,Games,Video Games,France,EUR,1000.0,1.0,0,32,26,133,326,0,48,1,0
Astro Kitties Tarot Deck & Astrology Expansion Pack,https://www.kickstarter.com/projects/114466837/astro-kitties-tarot-deck-and-astrology-expansion-pack?ref=discovery,Games,Playing Cards,USA,USD,3000.0,6635.0,221,36,4,69,1022,0,29,0,1
ASTRON STAR SOLDIER,https://www.kickstarter.com/projects/1728939555/astron-star-soldier?ref=discovery,Comics,Graphic Novels,USA,USD,1475.0,752.0,50,40,27,69,307,0,19,0,0
"At The Emergence Of Stars, Peter Himmelman's New Recording",https://www.kickstarter.com/projects/press-on/at-the-emergence-of-stars-peter-himmelmans-new-recording?ref=discovery,Music,Indie Rock,USA,USD,25500.0,4097.0,16,36,29,114,195,0,32,1,0
At the sea of madness,https://www.kickstarter.com/projects/wine/at-the-sea-of-madness?ref=discovery,Games,Video Games,Italy,EUR,6000.0,4530.0,75,30,30,118,294,0,36,1,0
Aternien Wars: The Complete Sci-Fi Series,https://www.kickstarter.com/projects/gjogden-author/aternien-wars-complete-series-audiobook?ref=discovery,Publishing,Fiction,UK,GBP,12500.0,1007.0,8,60,22,115,131,0,24,0,0
ATHLETIC FIT PERFORMANCE DRESS SHIRT,https://www.kickstarter.com/projects/tekapparel/athletic-fit-performance-dress-shirt?ref=discovery,Fashion,Apparel,USA,USD,15000.0,5780.0,38,30,24,32,1635,0,27,1,0
ATLYS records the Sonnenberg Suite,https://www.kickstarter.com/projects/atlys/atlys-records-the-sonnenberg-suite?ref=discovery,Music,Classical Music,USA,USD,10000.0,966.0,9,43,37,132,533,1,32,0,0
Atomcal: An events management tool for gamers,https://www.kickstarter.com/projects/xtabbas/atomcal-an-events-management-tool-for-gamers?ref=discovery,Technology,Software,UK,GBP,30000.0,874.0,2,30,26,135,760,0,24,2,0
ATRIUM: The Botanist's Bodega,https://www.kickstarter.com/projects/theatriumla/atrium-the-botanists-bodega?ref=discovery,Food,Drinks,USA,USD,10000.0,1091.0,10,30,13,89,74,0,9,1,0
AURA by UNIT 1: a Smart Cycling System for Next-Level Safety,https://www.kickstarter.com/projects/unit1/aura-smart-cycling-system-by-unit-1?ref=discovery,Technology,Hardware,USA,USD,20000.0,214061.0,1070,60,52,121,2974,1,160,1,1
Auroros book series: Help me distribute my books worldwide,https://www.kickstarter.com/projects/danielsilen/auroros-project-book-series-that-could-be-a-good-tv-series?ref=discovery,Publishing,Fiction,Greece,EUR,35000.0,1.0,0,60,51,103,4133,0,11,0,0
"Autofocus 20W Fiber Laser Engraver, Desktop&Handheld 2-In-1",https://www.kickstarter.com/projects/2129500174/c2s-autofocus-20w-fiber-laser-engraver-desktop-and-handheld?ref=discovery,Technology,Hardware,USA,USD,10000.0,125672.0,1256,30,22,129,942,0,75,1,1
Automatic TCG ID and Listing Software - MTG/Pokemon,https://www.kickstarter.com/projects/elder-tomes/automatic-tcg-id-and-listing-software-mtg-pokemon?ref=discovery,Technology,Software,USA,USD,10000.0,717.0,7,60,28,134,1584,0,7,1,0
Autorretrato con modelos,https://www.kickstarter.com/projects/andrega24/autorretrato-con-modelos?ref=discovery,Film & Video,Experimental,Mexico,MXN,13300.0,1718.8,12,60,45,87,267,0,7,1,0
Autumn/Winter 24 collection,https://www.kickstarter.com/projects/eudoradifferent/autumn-winter-24-collection?ref=discovery,Fashion,Ready-to-wear,USA,USD,30000.0,1.0,0,41,29,95,145,0,10,1,0
Avalon,https://www.kickstarter.com/projects/avalonfilm/avalon-1?ref=discovery,Film & Video,Thrillers,USA,USD,12100.0,897.0,7,42,43,111,344,0,20,1,0
Avalon Issues #1-5,https://www.kickstarter.com/projects/avaloncomic/avalon-issues-1-5?ref=discovery,Comics,Comic Books,USA,USD,2500.0,1067.0,42,60,27,102,635,0,53,1,0
Avian Adventure - Open World Chicken Game,https://www.kickstarter.com/projects/neverfrosted/avian-adventure-open-world-chicken-game?ref=discovery,Games,Video Games,UK,GBP,100.0,1.0,1,60,10,102,331,0,11,0,0
Axe-A-Lot-L,https://www.kickstarter.com/projects/ctrlaltdel/axe-a-lot-l?ref=discovery,Games,Tabletop Games,USA,USD,13000.0,36761.0,282,30,61,71,789,0,23,1,1
Axolotl: A Spirit Guide,https://www.kickstarter.com/projects/riikc/axolotl-a-spirit-guide?ref=discovery,Art,Sculpture,USA,EUR,15000.0,15510.0,103,30,16,81,1217,0,33,2,1
AY Portraits: Textile Expansion,https://www.kickstarter.com/projects/ayportraits/ay-portraits-textile-expansion?ref=discovery,Crafts,Printing,UK,GBP,500.0,2.0,0,14,9,132,629,0,7,0,0
Ayu Face Masks,https://www.kickstarter.com/projects/ayushijain/ayu-face-masks?ref=discovery,none,Fashion,Singapore,SGD,10000.0,22.0,0,39,19,31,200,0,8,0,0
Azio Tera 75 | Wireless Keyboard with Various Materials,https://www.kickstarter.com/projects/azio/azio-tera-75-wireless-keyboard-with-various-materials?ref=discovery,Technology,Gadgets,USA,USD,10000.0,15346.0,153,30,15,102,1024,0,48,3,1
